Date,Month Abbr,State,Number of Flights,Positive,Daily Positve Increase,Deaths,Daily Death Increase,Total Tested,Daily Test Increase
2020-08-28,Aug,Texas,2340,601768,4031,12266,196,4842362,48448
2020-08-28,Aug,Utah,462,50948,391,407,4,647745,4984
2020-08-28,Aug,Washington,713,72703,542,1890,10,1408164,16855
2020-08-29,Aug,Arizona,448,201287,629,5007,29,1190668,8271
2020-08-29,Aug,California,1862,693839,4981,12834,144,11109630,98993
2020-08-29,Aug,Colorado,848,56773,430,1843,8,985622,12632
2020-08-29,Aug,Florida,936,619003,3197,11249,150,4575211,27534
2020-08-29,Aug,Georgia,1983,267758,2386,5576,105,2312179,25195
2020-08-29,Aug,Illinois,1833,233065,1880,8217,11,3974791,48784
2020-08-29,Aug,Maryland,265,107294,630,3746,10,1894410,25483
2020-08-29,Aug,Massachuttces,414,128030,446,9036,13,2339669,48917
2020-08-29,Aug,Michigan,610,111136,0,6712,0,2683874,0
2020-08-29,Aug,Minniesota,476,74257,1017,1863,4,1460381,17037
2020-08-29,Aug,Nevada,401,68461,609,1302,15,592521,3970
2020-08-29,Aug,New Jersey,469,191320,349,15935,3,2807747,58553
2020-08-29,Aug,New York,798,433402,635,25319,7,8096770,93873
2020-08-29,Aug,North Carolina,635,165076,2585,2683,31,2218149,35258
2020-08-29,Aug,Pennsylvania,337,132834,843,7671,16,1636942,16116
2020-08-29,Aug,Texas,2301,606530,4762,12420,154,4900972,58610
2020-08-29,Aug,Utah,439,51406,458,407,0,650560,2815
2020-08-29,Aug,Washington,717,73301,598,1905,15,1423771,15607
2020-08-30,Aug,Arizona,454,201661,374,5030,23,1197728,7060
2020-08-30,Aug,California,1981,699909,6070,12905,71,11231829,122199
2020-08-30,Aug,Colorado,806,57041,268,1843,0,994951,9329
2020-08-30,Aug,Florida,752,621586,2583,11263,14,4599608,24397
2020-08-30,Aug,Georgia,1550,268973,1215,5604,28,2327490,15311
2020-08-30,Aug,Illinois,1865,235057,1992,8228,11,4018484,43693
2020-08-30,Aug,Maryland,266,107791,497,3752,6,1919515,25105
2020-08-30,Aug,Massachuttces,432,128229,199,9049,13,2372564,32895
2020-08-30,Aug,Michigan,512,112526,1390,6748,36,2744794,60920
2020-08-30,Aug,Minniesota,426,75189,932,1865,2,1478432,18051
2020-08-30,Aug,Nevada,456,68908,447,1302,0,595685,3164
2020-08-30,Aug,New Jersey,466,191611,291,15939,4,2836334,28587
2020-08-30,Aug,New York,818,434100,698,25327,8,8196792,100022
2020-08-30,Aug,North Carolina,563,166127,1051,2692,9,2243273,25124
2020-08-30,Aug,Pennsylvania,327,133504,670,7673,2,1649403,12461
2020-08-30,Aug,Texas,2166,610354,3824,12510,90,4924712,23740
2020-08-30,Aug,Utah,406,51854,448,407,0,655507,4947
2020-08-30,Aug,Washington,681,74320,1019,1905,0,1461354,37583
2020-08-31,Aug,Arizona,477,201835,174,5029,0,1202698,4970
2020-08-31,Aug,California,1999,704085,4176,12933,28,11373305,141476
2020-08-31,Aug,Colorado,923,57223,182,1843,0,1002802,7851
2020-08-31,Aug,Florida,944,623471,1885,11331,68,4615539,15931
2020-08-31,Aug,Georgia,2062,270471,1498,5632,28,2343634,16144
2020-08-31,Aug,Illinois,2023,236725,1668,8235,7,4065863,47379
2020-08-31,Aug,Maryland,287,108249,458,3755,3,1938846,19331
2020-08-31,Aug,Massachuttces,430,128533,304,9060,11,2404426,31862
2020-08-31,Aug,Michigan,664,113025,499,6753,5,2764431,19637
2020-08-31,Aug,Minniesota,502,75864,675,1866,1,1489726,11294
2020-08-31,Aug,Nevada,455,69228,320,1305,3,597921,2236
2020-08-31,Aug,New Jersey,477,191960,349,15947,8,2857918,21584
2020-08-31,Aug,New York,887,434756,656,25328,1,8263033,66241
2020-08-31,Aug,North Carolina,606,167313,1186,2702,10,2256172,12899
2020-08-31,Aug,Pennsylvania,423,134025,521,7673,0,1658220,8817
2020-08-31,Aug,Texas,2393,612969,2615,12536,26,4961553,36841
2020-08-31,Aug,Utah,474,52107,253,407,0,659855,4348
2020-08-31,Aug,Washington,685,74320,0,1905,0,1461354,0
2020-09-01,Sep,Arizona,446,202342,507,5044,15,1207256,4558
2020-09-01,Sep,California,1925,707797,3712,13018,85,11470696,97391
2020-09-01,Sep,Colorado,832,57424,201,1849,6,1009970,7168
2020-09-01,Sep,Florida,810,631040,7569,11521,190,4675866,60327
2020-09-01,Sep,Georgia,1829,272697,2226,5733,101,2368498,24864
2020-09-01,Sep,Illinois,1769,238217,1492,8273,38,4088824,22961
2020-09-01,Sep,Maryland,258,108863,614,3761,6,1952501,13655
2020-09-01,Sep,Massachuttces,391,128888,355,9064,4,2448341,43915
2020-09-01,Sep,Michigan,574,113820,795,6767,14,2789407,24976
2020-09-01,Sep,Minniesota,450,76355,491,1872,6,1498919,9193
2020-09-01,Sep,Nevada,364,69633,405,1313,8,600349,2428
2020-09-01,Sep,New Jersey,473,192290,330,15952,5,2859048,1130
2020-09-01,Sep,New York,753,435510,754,25331,3,8340030,76997
2020-09-01,Sep,North Carolina,463,169424,2111,2741,39,2295698,39526
2020-09-01,Sep,Pennsylvania,371,134795,770,7691,18,1674764,16544
2020-09-01,Sep,Texas,1489,617333,4364,12681,145,5033554,72001
2020-09-01,Sep,Utah,432,52403,296,409,2,664521,4666
2020-09-01,Sep,Washington,747,74635,315,1915,10,1473245,11891
2020-09-02,Sep,Arizona,476,202861,519,5065,21,1212177,4921
2020-09-02,Sep,California,1931,712052,4255,13163,145,11580370,109674
2020-09-02,Sep,Colorado,813,57775,351,1853,4,1014642,4672
2020-09-02,Sep,Florida,890,633442,2402,11651,130,4693802,17936
2020-09-02,Sep,Georgia,1921,274613,1916,5795,62,2381637,13139
2020-09-02,Sep,Illinois,1796,240345,2128,8300,27,4121575,32751
2020-09-02,Sep,Maryland,260,109319,456,3766,5,1964931,12430
2020-09-02,Sep,Massachuttces,414,121131,0,9060,0,2478482,30141
2020-09-02,Sep,Michigan,637,114468,648,6781,14,2816816,27409
2020-09-02,Sep,Minniesota,475,77085,730,1882,10,1525555,26636
2020-09-02,Sep,Nevada,373,69872,239,1336,23,602308,1959
2020-09-02,Sep,New Jersey,462,192595,305,15963,11,2902267,43219
2020-09-02,Sep,New York,791,436218,708,25336,5,8428477,88447
2020-09-02,Sep,North Carolina,481,170553,1129,2779,38,2315310,19612
2020-09-02,Sep,Pennsylvania,355,135611,816,7712,21,1687696,12932
2020-09-02,Sep,Texas,1906,621667,4334,12870,189,5068862,35308
2020-09-02,Sep,Utah,446,52822,419,410,1,668425,3904
2020-09-02,Sep,Washington,708,74939,304,1931,16,1480039,6794
2020-09-03,Sep,Arizona,529,203953,1092,5130,65,1221089,8912
2020-09-03,Sep,California,2086,717177,5125,13327,164,11663924,83554
2020-09-03,Sep,Colorado,949,58019,244,1853,0,1021497,6855
2020-09-03,Sep,Florida,984,637013,3571,11800,149,4717696,23894
2020-09-03,Sep,Georgia,2004,277288,2675,5868,73,2410665,29028
2020-09-03,Sep,Illinois,2052,241705,1360,8324,24,4162370,40795
2020-09-03,Sep,Maryland,291,110012,693,3778,12,1989891,24960
2020-09-03,Sep,Massachuttces,465,121546,415,9077,17,2560869,82387
2020-09-03,Sep,Michigan,676,115242,774,6791,10,2849451,32635
2020-09-03,Sep,Minniesota,540,78123,1038,1889,7,1540107,14552
2020-09-03,Sep,Nevada,500,70223,351,1363,27,605268,2960
2020-09-03,Sep,New Jersey,561,192973,378,15970,7,2930015,27748
2020-09-03,Sep,New York,1006,437107,889,25343,7,8517458,88981
2020-09-03,Sep,North Carolina,649,172209,1656,2803,24,2347837,32527
2020-09-03,Sep,Pennsylvania,443,136771,1160,7732,20,1702214,14518
2020-09-03,Sep,Texas,2370,625347,3680,13091,221,5107503,38641
2020-09-03,Sep,Utah,495,53326,504,414,4,673659,5234
2020-09-03,Sep,Washington,800,75377,438,1935,4,1496353,16314
2020-09-04,Sep,Arizona,536,204681,728,5171,41,1235142,14053
2020-09-04,Sep,California,2139,722283,5106,13490,163,11796970,133046
2020-09-04,Sep,Colorado,938,58287,268,1861,8,1029791,8294
2020-09-04,Sep,Florida,1043,640211,3198,11903,103,4740007,22311
2020-09-04,Sep,Georgia,2189,279354,2066,5931,63,2432125,21460
2020-09-04,Sep,Illinois,2064,247299,5594,8362,38,4311869,149499
2020-09-04,Sep,Maryland,290,110831,819,3789,11,2019324,29433
2020-09-04,Sep,Massachuttces,480,121758,212,9100,23,2600312,39443
2020-09-04,Sep,Michigan,729,116295,1053,6798,7,2877981,28530
2020-09-04,Sep,Minniesota,524,78966,843,1899,10,1558831,18724
2020-09-04,Sep,Nevada,525,70712,489,1375,12,608815,3547
2020-09-04,Sep,New Jersey,545,193422,449,15977,7,2964722,34707
2020-09-04,Sep,New York,968,437971,864,25348,5,8610853,93395
2020-09-04,Sep,North Carolina,659,174254,2045,2839,36,2389096,41259
2020-09-04,Sep,Pennsylvania,422,137662,891,7742,10,1714541,12327
2020-09-04,Sep,Texas,2358,630829,5482,13231,140,5119753,12250
2020-09-04,Sep,Utah,481,53839,513,419,5,679716,6057
2020-09-04,Sep,Washington,803,75856,479,1945,10,1518089,21736
2020-09-05,Sep,Arizona,397,205516,835,5207,36,1250981,15839
2020-09-05,Sep,California,1905,727239,4956,13643,153,11916323,119353
2020-09-05,Sep,Colorado,782,58655,368,1866,5,1040752,10961
2020-09-05,Sep,Florida,885,643867,3656,11963,60,4763807,23800
2020-09-05,Sep,Georgia,1964,281548,2194,5977,46,2460729,28604
2020-09-05,Sep,Illinois,1419,250105,2806,8385,23,4373804,61935
2020-09-05,Sep,Maryland,254,111607,776,3796,7,2047516,28192
2020-09-05,Sep,Massachuttces,372,122196,438,9116,16,2660462,60150
2020-09-05,Sep,Michigan,653,117191,896,6806,8,2919002,41021
2020-09-05,Sep,Minniesota,441,79880,914,1903,4,1577466,18635
2020-09-05,Sep,Nevada,396,71102,390,1388,13,613004,4189
2020-09-05,Sep,New Jersey,449,193747,325,15984,7,2965047,325
2020-09-05,Sep,New York,856,438772,801,25350,2,8710614,99761
2020-09-05,Sep,North Carolina,619,175815,1561,2889,50,2410871,21775
2020-09-05,Sep,Pennsylvania,328,138625,963,7760,18,1727706,13165
2020-09-05,Sep,Texas,1738,635315,4486,13408,177,5183948,64195
2020-09-05,Sep,Utah,413,54272,433,420,1,683965,4249
2020-09-05,Sep,Washington,761,76335,479,1953,8,1534090,16001
2020-09-06,Sep,Arizona,379,205766,250,5221,14,1257221,6240
2020-09-06,Sep,California,1894,732144,4905,13709,66,12047191,130868
2020-09-06,Sep,Colorado,752,58989,334,1866,0,1051084,10332
2020-09-06,Sep,Florida,849,646431,2564,12001,38,4784770,20963
2020-09-06,Sep,Georgia,2044,283199,1651,6037,60,2479568,18839
2020-09-06,Sep,Illinois,1526,251508,1403,8390,5,4420300,46496
2020-09-06,Sep,Maryland,227,112119,512,3799,3,2064239,16723
2020-09-06,Sep,Massachuttces,443,122562,366,9125,9,2704512,44050
2020-09-06,Sep,Michigan,615,117191,0,6806,0,2919002,0
2020-09-06,Sep,Minniesota,474,80587,707,1909,6,1594639,17173
2020-09-06,Sep,Nevada,456,71610,508,1389,1,619482,6478
2020-09-06,Sep,New Jersey,484,194058,311,15988,4,3002307,37260
2020-09-06,Sep,New York,935,439501,729,25359,9,8796244,85630
2020-09-06,Sep,North Carolina,548,176901,1086,2890,1,2442950,32079
2020-09-06,Sep,Pennsylvania,307,139316,691,7760,0,1738615,10909
2020-09-06,Sep,Texas,1878,638310,2995,13472,64,5282579,98631
2020-09-06,Sep,Utah,422,54660,388,422,2,688735,4770
2020-09-06,Sep,Washington,739,76836,501,1953,0,1550477,16387
2020-09-07,Sep,Arizona,445,205964,198,5219,0,1261590,4369
2020-09-07,Sep,California,2027,735235,3091,13726,17,12158292,111101
2020-09-07,Sep,Colorado,844,59274,285,1866,0,1059557,8473
2020-09-07,Sep,Florida,931,648269,1838,12023,22,4801684,16914
2020-09-07,Sep,Georgia,2175,283807,608,6044,7,2488841,9273
2020-09-07,Sep,Illinois,1945,252889,1381,8398,8,4449275,28975
2020-09-07,Sep,Maryland,240,112883,764,3804,5,2086609,22370
2020-09-07,Sep,Massachuttces,412,122791,229,9133,8,2728153,23641
2020-09-07,Sep,Michigan,688,118403,1212,6810,4,2962678,43676
2020-09-07,Sep,Minniesota,506,81225,638,1912,3,1609618,14979
2020-09-07,Sep,Nevada,466,71967,357,1393,4,622642,3160
2020-09-07,Sep,New Jersey,488,194390,332,15990,2,3054528,52221
2020-09-07,Sep,New York,906,440021,520,25361,2,8855109,58865
2020-09-07,Sep,North Carolina,553,177919,1018,2897,7,2459582,16632
2020-09-07,Sep,Pennsylvania,367,139863,547,7780,20,1748241,9626
2020-09-07,Sep,Texas,2274,640370,2060,13492,20,5320999,38420
2020-09-07,Sep,Utah,441,55033,373,423,1,691743,3008
2020-09-07,Sep,Washington,766,77235,399,1953,0,1563053,12576
2020-09-08,Sep,Arizona,403,206045,81,5221,2,1264793,3203
2020-09-08,Sep,California,1720,737911,2676,13758,32,12267948,109656
2020-09-08,Sep,Colorado,541,59487,213,1866,0,1069606,10049
2020-09-08,Sep,Florida,759,650092,1823,12067,44,4816873,15189
2020-09-08,Sep,Georgia,1759,285350,1543,6070,26,2511826,22985
2020-09-08,Sep,Illinois,1595,254281,1392,8405,7,4480638,31363
2020-09-08,Sep,Maryland,222,113239,356,3807,3,2099562,12953
2020-09-08,Sep,Massachuttces,374,122962,171,9141,8,2758384,30231
2020-09-08,Sep,Michigan,526,118902,499,6811,1,2980084,17406
2020-09-08,Sep,Minniesota,432,81608,383,1914,2,1616738,7120
2020-09-08,Sep,Nevada,350,72104,137,1393,0,624052,1410
2020-09-08,Sep,New Jersey,396,194667,277,15995,5,3070746,16218
2020-09-08,Sep,New York,783,440578,557,25367,6,8912935,57826
2020-09-08,Sep,North Carolina,465,178635,716,2909,12,2469977,10395
2020-09-08,Sep,Pennsylvania,328,140359,496,7791,11,1755076,6835
2020-09-08,Sep,Texas,1934,641791,1421,13553,61,5339126,18127
2020-09-08,Sep,Utah,316,55359,326,424,1,695347,3604
2020-09-08,Sep,Washington,727,77235,0,1953,0,1563053,0
2020-09-09,Sep,Arizona,459,206541,496,5251,30,1267371,2578
2020-09-09,Sep,California,1831,739527,1616,13841,83,12343797,75849
2020-09-09,Sep,Colorado,756,59674,187,1868,2,1073979,4373
2020-09-09,Sep,Florida,661,652148,2056,12269,202,4831248,14375
2020-09-09,Sep,Georgia,1961,287287,1937,6128,58,2527779,15953
2020-09-09,Sep,Illinois,1671,255618,1337,8433,28,4528667,48029
2020-09-09,Sep,Maryland,230,113575,336,3816,9,2109473,9911
2020-09-09,Sep,Massachuttces,386,123143,181,9146,5,2798585,40201
2020-09-09,Sep,Michigan,597,119863,961,6887,76,3003277,23193
2020-09-09,Sep,Minniesota,454,81868,260,1921,7,1621174,4436
2020-09-09,Sep,Nevada,319,72258,154,1412,19,624874,822
2020-09-09,Sep,New Jersey,418,194990,323,16003,8,3091149,20403
2020-09-09,Sep,New York,787,441154,576,25370,3,8976165,63230
2020-09-09,Sep,North Carolina,574,179532,897,2958,49,2490113,20136
2020-09-09,Sep,Pennsylvania,302,141290,931,7805,14,1766930,11854
2020-09-09,Sep,Texas,1901,645791,4000,13692,139,5372132,33006
2020-09-09,Sep,Utah,425,55673,314,427,3,698541,3194
2020-09-09,Sep,Washington,741,78009,774,1978,25,1583903,20850
2020-09-10,Sep,Arizona,506,207002,461,5273,22,1270873,3502
2020-09-10,Sep,California,1952,742865,3338,13978,137,12389991,46194
2020-09-10,Sep,Colorado,854,59920,246,1882,14,1079276,5297
2020-09-10,Sep,Florida,930,654731,2583,12482,213,4850259,19011
2020-09-10,Sep,Georgia,2057,289123,1836,6204,76,2542594,14815
2020-09-10,Sep,Illinois,1713,257571,1953,8461,28,4577649,48982
2020-09-10,Sep,Maryland,250,114078,503,3824,8,2128024,18551
2020-09-10,Sep,Massachuttces,431,123546,403,9166,20,2852550,53965
2020-09-10,Sep,Michigan,717,120846,983,6894,7,3036448,33171
2020-09-10,Sep,Minniesota,483,82249,381,1936,15,1646961,25787
2020-09-10,Sep,Nevada,454,72546,288,1429,17,627319,2445
2020-09-10,Sep,New Jersey,538,195414,424,16008,5,3113654,22505
2020-09-10,Sep,New York,998,441911,757,25377,7,9052978,76813
2020-09-10,Sep,North Carolina,618,180754,1222,2990,32,2521839,31726
2020-09-10,Sep,Pennsylvania,337,141877,587,7820,15,1781226,14296
2020-09-10,Sep,Texas,2255,649809,4018,13853,161,5405257,33125
2020-09-10,Sep,Utah,470,56019,346,430,3,703766,5225
2020-09-10,Sep,Washington,703,78467,458,1985,7,1597987,14084
2020-09-11,Sep,Arizona,513,207523,521,5288,15,1277543,6670
2020-09-11,Sep,California,2021,746191,3326,14089,111,12451660,61669
2020-09-11,Sep,Colorado,882,60185,265,1889,7,1087199,7923
2020-09-11,Sep,Florida,995,658381,3650,12658,176,4876756,26497
2020-09-11,Sep,Georgia,2265,290781,1658,6246,42,2558319,15725
2020-09-11,Sep,Illinois,1935,259883,2312,8505,44,4634477,56828
2020-09-11,Sep,Maryland,257,114724,646,3828,4,2150638,22614
2020-09-11,Sep,Massachuttces,463,123986,440,9180,14,2905353,52803
2020-09-11,Sep,Michigan,665,122251,1405,6900,6,3072786,36338
2020-09-11,Sep,Minniesota,498,82716,467,1949,13,1665328,18367
2020-09-11,Sep,Nevada,440,72806,260,1439,10,633282,5963
2020-09-11,Sep,New Jersey,527,195888,474,16017,9,3140786,27132
2020-09-11,Sep,New York,903,442791,880,25382,5,9142700,89722
2020-09-11,Sep,North Carolina,617,182286,1532,3023,33,2558654,36815
2020-09-11,Sep,Pennsylvania,298,142885,1008,7837,17,1794913,13687
2020-09-11,Sep,Texas,2301,653356,3547,13997,144,5454041,48784
2020-09-11,Sep,Utah,455,56675,656,431,1,707807,4041
2020-09-11,Sep,Washington,738,79011,544,1991,6,1614748,16761
2020-09-12,Sep,Arizona,448,208128,605,5315,27,1286824,9281
2020-09-12,Sep,California,1890,750298,4107,14251,162,12556967,105307
2020-09-12,Sep,Colorado,784,60492,307,1889,0,1097985,10786
2020-09-12,Sep,Florida,864,661571,3190,12756,98,4901680,24924
2020-09-12,Sep,Georgia,2022,292905,2124,6287,41,2584257,25938
2020-09-12,Sep,Illinois,1768,262004,2121,8527,22,4691071,56594
2020-09-12,Sep,Maryland,224,115533,809,3836,8,2183941,33303
2020-09-12,Sep,Massachuttces,411,124540,554,9196,16,2968723,63370
2020-09-12,Sep,Michigan,707,123058,807,6911,11,3110610,37824
2020-09-12,Sep,Minniesota,463,83588,872,1958,9,1684520,19192
2020-09-12,Sep,Nevada,357,73220,414,1449,10,637902,4620
2020-09-12,Sep,New Jersey,483,196337,449,16021,4,3141235,449
2020-09-12,Sep,New York,856,443640,849,25384,2,9245625,102925
2020-09-12,Sep,North Carolina,598,183740,1454,3047,24,2581132,22478
2020-09-12,Sep,Pennsylvania,170,143805,920,7837,0,1807805,12892
2020-09-12,Sep,Texas,2168,657589,4233,14143,146,5519641,65600
2020-09-12,Sep,Utah,414,57247,572,433,2,712229,4422
2020-09-12,Sep,Washington,650,79476,465,1991,0,1631162,16414
2020-09-13,Sep,Arizona,471,208512,384,5322,7,1296137,9313
2020-09-13,Sep,California,2015,754923,4625,14329,78,12690016,133049
2020-09-13,Sep,Colorado,841,60907,415,1889,0,1111572,13587
2020-09-13,Sep,Florida,896,663994,2423,12764,8,4923930,22250
2020-09-13,Sep,Georgia,2227,294314,1409,6333,46,2602202,17945
2020-09-13,Sep,Illinois,1730,263466,1462,8541,14,4737961,46890
2020-09-13,Sep,Maryland,238,116110,577,3838,2,2207458,23517
2020-09-13,Sep,Massachuttces,485,124826,286,9210,14,3006158,37435
2020-09-13,Sep,Michigan,647,123058,0,6911,0,3110610,0
2020-09-13,Sep,Minniesota,482,84311,723,1971,13,1707514,22994
2020-09-13,Sep,Nevada,438,73537,317,1452,3,642075,4173
2020-09-13,Sep,New Jersey,513,196634,297,16026,5,3168530,27295
2020-09-13,Sep,New York,953,444365,725,25390,6,9318293,72668
2020-09-13,Sep,North Carolina,606,184936,1196,3052,5,2616108,34976
2020-09-13,Sep,Pennsylvania,276,143881,76,7837,0,1807881,76
2020-09-13,Sep,Texas,2240,659434,1845,14190,47,5550139,30498
2020-09-13,Sep,Utah,423,57875,628,433,0,716873,4644
2020-09-13,Sep,Washington,631,79826,350,1991,0,1644585,13423
2020-09-14,Sep,Arizona,486,208725,213,5322,0,1300664,4527
2020-09-14,Sep,California,1939,757778,2855,14385,56,12806189,116173
2020-09-14,Sep,Colorado,834,61324,417,1889,0,1124181,12609
2020-09-14,Sep,Florida,891,665730,1736,12800,36,4941008,17078
2020-09-14,Sep,Georgia,2143,295337,1023,6353,20,2615247,13045
2020-09-14,Sep,Illinois,1730,264839,1373,8546,5,4773891,35930
2020-09-14,Sep,Maryland,248,116646,536,3839,1,2226655,19197
2020-09-14,Sep,Massachuttces,417,125080,254,9219,9,3038625,32467
2020-09-14,Sep,Michigan,703,124287,1229,6921,10,3162087,51477
2020-09-14,Sep,Minniesota,493,84949,638,1974,3,1724779,17265
2020-09-14,Sep,Nevada,418,73814,277,1456,4,644871,2796
2020-09-14,Sep,New Jersey,493,196968,334,16030,4,3189970,21440
2020-09-14,Sep,New York,908,444948,583,25394,4,9381651,63358
2020-09-14,Sep,North Carolina,621,185781,845,3060,8,2634819,18711
2020-09-14,Sep,Pennsylvania,309,145063,1182,7869,32,1829672,21791
2020-09-14,Sep,Texas,2178,663445,4011,14211,21,5213247,-336892
2020-09-14,Sep,Utah,442,58438,563,436,3,721682,4809
2020-09-14,Sep,Washington,654,80138,312,2006,15,1653967,9382
2020-09-15,Sep,Arizona,456,209209,484,5344,22,1310315,9651
2020-09-15,Sep,California,1763,760013,2235,14451,66,12928170,121981
2020-09-15,Sep,Colorado,723,61699,375,1894,5,1134666,10485
2020-09-15,Sep,Florida,653,668846,3116,12946,146,4968847,27839
2020-09-15,Sep,Georgia,1947,296833,1496,6398,45,2629090,13843
2020-09-15,Sep,Illinois,1682,266305,1466,8564,18,4812922,39031
2020-09-15,Sep,Maryland,230,117245,599,3849,10,2245666,19011
2020-09-15,Sep,Massachuttces,365,125393,313,9225,6,3075812,37187
2020-09-15,Sep,Michigan,563,124969,682,6932,11,3187621,25534
2020-09-15,Sep,Minniesota,452,85351,402,1979,5,1733292,8513
2020-09-15,Sep,Nevada,317,74040,226,1482,26,646536,1665
2020-09-15,Sep,New Jersey,405,197404,436,16039,9,3212311,22341
2020-09-15,Sep,New York,821,445714,766,25405,11,9455329,73678
2020-09-15,Sep,North Carolina,583,186887,1106,3111,51,2652440,17621
2020-09-15,Sep,Pennsylvania,198,146214,1151,7875,6,1841498,11826
2020-09-15,Sep,Texas,1963,668746,5301,14343,132,5247542,34295
2020-09-15,Sep,Utah,439,59000,562,436,0,725612,3930
2020-09-15,Sep,Washington,615,80465,327,2015,9,1665715,11748
2020-09-16,Sep,Arizona,397,209907,698,5371,27,1326272,15957
2020-09-16,Sep,California,1498,762963,2950,14615,164,13000522,72352
2020-09-16,Sep,Colorado,618,62099,400,1905,11,1143941,9275
2020-09-16,Sep,Florida,582,671201,2355,13100,154,4984023,15176
2020-09-16,Sep,Georgia,1807,299056,2223,6419,21,2654121,25031
2020-09-16,Sep,Illinois,1506,268246,1941,8599,35,4865233,52311
2020-09-16,Sep,Maryland,214,117888,643,3855,6,2272265,26599
2020-09-16,Sep,Massachuttces,303,125699,306,9245,20,3131714,55902
2020-09-16,Sep,Michigan,506,125742,773,6943,11,3218461,30840
2020-09-16,Sep,Minniesota,417,85813,462,1985,6,1743611,10319
2020-09-16,Sep,Nevada,259,74248,208,1494,12,649533,2997
2020-09-16,Sep,New Jersey,350,197792,388,16048,9,3234972,22661
2020-09-16,Sep,New York,742,446366,652,25410,5,9530416,75087
2020-09-16,Sep,North Carolina,570,188024,1137,3149,38,2683384,30944
2020-09-16,Sep,Pennsylvania,340,146990,776,7903,28,1855121,13623
2020-09-16,Sep,Texas,1873,674772,6026,14478,135,5299620,52078
2020-09-16,Sep,Utah,334,59747,747,437,1,729731,4119
2020-09-16,Sep,Washington,662,80812,347,2020,5,1676702,10987
2020-09-17,Sep,Arizona,441,211660,1753,5409,38,1350116,23844
2020-09-17,Sep,California,1782,766201,3238,14721,106,13080037,79515
2020-09-17,Sep,Colorado,686,62686,587,1905,0,1153853,9912
2020-09-17,Sep,Florida,762,674456,3255,13247,147,5010973,26950
2020-09-17,Sep,Georgia,1911,300903,1847,6474,55,2679891,25770
2020-09-17,Sep,Illinois,1436,270302,2056,8624,25,4923033,57800
2020-09-17,Sep,Maryland,184,118519,631,3861,6,2299608,27343
2020-09-17,Sep,Massachuttces,354,126128,429,9260,15,3199563,67849
2020-09-17,Sep,Michigan,547,126722,980,6955,12,3251731,33270
2020-09-17,Sep,Minniesota,412,86722,909,1994,9,1763735,20124
2020-09-17,Sep,Nevada,408,74595,347,1506,12,652583,3050
2020-09-17,Sep,New Jersey,440,198361,569,16051,3,3265818,30846
2020-09-17,Sep,New York,859,447262,896,25413,3,9621920,91504
2020-09-17,Sep,North Carolina,482,189576,1552,3180,31,2714175,30791
2020-09-17,Sep,Pennsylvania,284,147923,933,7913,10,1869198,14077
2020-09-17,Sep,Texas,1906,678819,4047,14590,112,5345176,45556
2020-09-17,Sep,Utah,310,60658,911,437,0,735178,5447
2020-09-17,Sep,Washington,654,81198,386,2031,11,1691047,14345
2020-09-18,Sep,Arizona,477,212942,1282,5451,42,1358154,8038
2020-09-18,Sep,California,1874,769831,3630,14812,91,13177186,97149
2020-09-18,Sep,Colorado,730,63145,459,1911,6,1166910,13057
2020-09-18,Sep,Florida,752,677660,3204,13387,140,5038261,27288
2020-09-18,Sep,Georgia,2248,302737,1834,6537,63,2701952,22061
2020-09-18,Sep,Illinois,1784,272525,2223,8647,23,4985054,62021
2020-09-18,Sep,Maryland,193,119062,543,3869,8,2324252,24644
2020-09-18,Sep,Massachuttces,433,126582,454,9269,9,3264873,65310
2020-09-18,Sep,Michigan,576,127500,778,6954,0,3285030,33299
2020-09-18,Sep,Minniesota,417,87807,1085,2002,8,1791680,27945
2020-09-18,Sep,Nevada,434,75096,501,1524,18,656601,4018
2020-09-18,Sep,New Jersey,445,198848,487,16055,4,3291916,26098
2020-09-18,Sep,New York,806,448052,790,25423,10,9711647,89727
2020-09-18,Sep,North Carolina,498,191019,1443,3207,27,2749020,34845
2020-09-18,Sep,Pennsylvania,303,148683,760,7934,21,1881488,12290
2020-09-18,Sep,Texas,1947,682241,3422,14713,123,5444801,99625
2020-09-18,Sep,Utah,369,61775,1117,437,0,743737,8559
2020-09-18,Sep,Washington,684,81602,404,2037,6,1704670,13623
2020-09-19,Sep,Arizona,447,213551,609,5467,16,1368906,10752
2020-09-19,Sep,California,1854,774135,4304,14912,100,13343886,166700
2020-09-19,Sep,Colorado,762,63750,605,1913,2,1181829,14919
2020-09-19,Sep,Florida,829,681233,3573,13450,63,5068554,30293
2020-09-19,Sep,Georgia,2010,305021,2284,6599,62,2735389,33437
2020-09-19,Sep,Illinois,1791,275054,2529,8672,25,5059340,74286
2020-09-19,Sep,Maryland,219,119744,682,3876,7,2361383,37131
2020-09-19,Sep,Massachuttces,385,127181,599,9295,26,3337292,72419
2020-09-19,Sep,Michigan,606,128087,587,6969,15,3318469,33439
2020-09-19,Sep,Minniesota,442,88721,914,2015,13,1815774,24094
2020-09-19,Sep,Nevada,355,75419,323,1528,4,660686,4085
2020-09-19,Sep,New Jersey,511,199309,461,16058,3,3292377,461
2020-09-19,Sep,New York,821,449038,986,25425,2,9822091,110444
