Date,Month Abbr,State,Number of Flights,Positive,Deaths,Total Tested
2020-08-24,Aug,Maryland,281,104669,3694,1794703
2020-08-25,Aug,Maryland,254,105046,3707,1807573
2020-08-26,Aug,Maryland,263,105486,3717,1819950
2020-08-27,Aug,Maryland,289,106063,3722,1841425
2020-08-28,Aug,Maryland,252,106664,3736,1868927
2020-08-29,Aug,Maryland,265,107294,3746,1894410
2020-08-30,Aug,Maryland,266,107791,3752,1919515
2020-08-31,Aug,Maryland,287,108249,3755,1938846
2020-08-24,Aug,North Carolina,640,156396,2535,2087695
2020-08-25,Aug,North Carolina,473,157741,2570,2102359
2020-08-26,Aug,North Carolina,485,158985,2606,2121001
2020-08-27,Aug,North Carolina,645,161076,2630,2152725
2020-08-28,Aug,North Carolina,624,162491,2652,2182891
2020-08-29,Aug,North Carolina,635,165076,2683,2218149
2020-08-30,Aug,North Carolina,563,166127,2692,2243273
2020-08-31,Aug,North Carolina,606,167313,2702,2256172
2020-08-24,Aug,Illinois,2060,223207,8097,3741608
2020-08-25,Aug,Illinois,1622,224887,8126,3782467
2020-08-26,Aug,Illinois,1821,227044,8163,3832829
2020-08-27,Aug,Illinois,1769,228751,8186,3877339
2020-08-28,Aug,Illinois,1897,231185,8206,3926007
2020-08-29,Aug,Illinois,1833,233065,8217,3974791
2020-08-30,Aug,Illinois,1865,235057,8228,4018484
2020-08-31,Aug,Illinois,2023,236725,8235,4065863
2020-08-24,Aug,Texas,1665,580384,11395,4670875
2020-08-24,Aug,Texas,749,580384,11395,4670875
2020-08-25,Aug,Texas,1426,586730,11576,4724559
2020-08-25,Aug,Texas,604,586730,11576,4724559
2020-08-26,Aug,Texas,1345,592137,11805,4764640
2020-08-26,Aug,Texas,188,592137,11805,4764640
2020-08-27,Aug,Texas,1590,597737,12070,4793914
2020-08-27,Aug,Texas,467,597737,12070,4793914
2020-08-28,Aug,Texas,1636,601768,12266,4842362
2020-08-28,Aug,Texas,704,601768,12266,4842362
2020-08-29,Aug,Texas,1599,606530,12420,4900972
2020-08-29,Aug,Texas,702,606530,12420,4900972
2020-08-30,Aug,Texas,1513,610354,12510,4924712
2020-08-30,Aug,Texas,653,610354,12510,4924712
2020-08-31,Aug,Texas,1662,612969,12536,4961553
2020-08-31,Aug,Texas,731,612969,12536,4961553
2020-08-24,Aug,Colorado,941,55143,1815,938596
2020-08-25,Aug,Colorado,839,55341,1824,947645
2020-08-26,Aug,Colorado,782,55800,1826,955641
2020-08-27,Aug,Colorado,925,55993,1835,962754
2020-08-28,Aug,Colorado,912,56343,1835,972990
2020-08-29,Aug,Colorado,848,56773,1843,985622
2020-08-30,Aug,Colorado,806,57041,1843,994951
2020-08-31,Aug,Colorado,923,57223,1843,1002802
2020-08-24,Aug,Michigan,674,107686,6663,2554894
2020-08-25,Aug,Michigan,583,108637,6684,2579175
2020-08-26,Aug,Michigan,611,109480,6690,2620352
2020-08-27,Aug,Michigan,672,110343,6706,2650831
2020-08-28,Aug,Michigan,597,111136,6712,2683874
2020-08-29,Aug,Michigan,610,111136,6712,2683874
2020-08-30,Aug,Michigan,512,112526,6748,2744794
2020-08-31,Aug,Michigan,664,113025,6753,2764431
2020-08-24,Aug,Florida,215,602829,10534,4447156
2020-08-24,Aug,Florida,376,602829,10534,4447156
2020-08-24,Aug,Florida,326,602829,10534,4447156
2020-08-25,Aug,Florida,189,605502,10717,4466524
2020-08-25,Aug,Florida,351,605502,10717,4466524
2020-08-25,Aug,Florida,278,605502,10717,4466524
2020-08-26,Aug,Florida,178,608722,10872,4492818
2020-08-26,Aug,Florida,349,608722,10872,4492818
2020-08-26,Aug,Florida,273,608722,10872,4492818
2020-08-27,Aug,Florida,246,611991,11011,4517364
2020-08-27,Aug,Florida,426,611991,11011,4517364
2020-08-27,Aug,Florida,321,611991,11011,4517364
2020-08-28,Aug,Florida,240,615806,11099,4547677
2020-08-28,Aug,Florida,370,615806,11099,4547677
2020-08-28,Aug,Florida,334,615806,11099,4547677
2020-08-29,Aug,Florida,213,619003,11249,4575211
2020-08-29,Aug,Florida,407,619003,11249,4575211
2020-08-29,Aug,Florida,316,619003,11249,4575211
2020-08-30,Aug,Florida,201,621586,11263,4599608
2020-08-30,Aug,Florida,280,621586,11263,4599608
2020-08-30,Aug,Florida,271,621586,11263,4599608
2020-08-31,Aug,Florida,228,623471,11331,4615539
2020-08-31,Aug,Florida,388,623471,11331,4615539
2020-08-31,Aug,Florida,328,623471,11331,4615539
2020-08-24,Aug,Massachuttces,428,126022,8948,2122991
2020-08-25,Aug,Massachuttces,351,126420,8960,2157864
2020-08-26,Aug,Massachuttces,376,126756,8987,2194342
2020-08-27,Aug,Massachuttces,426,127124,9007,2246626
2020-08-28,Aug,Massachuttces,457,127584,9023,2290752
2020-08-29,Aug,Massachuttces,414,128030,9036,2339669
2020-08-30,Aug,Massachuttces,432,128229,9049,2372564
2020-08-31,Aug,Massachuttces,430,128533,9060,2404426
2020-08-24,Aug,Georgia,2166,256253,5156,2205181
2020-08-25,Aug,Georgia,1816,258354,5262,2230850
2020-08-26,Aug,Georgia,1936,260590,5311,2248901
2020-08-27,Aug,Georgia,1973,263074,5393,2268837
2020-08-28,Aug,Georgia,2208,265372,5471,2286984
2020-08-29,Aug,Georgia,1983,267758,5576,2312179
2020-08-30,Aug,Georgia,1550,268973,5604,2327490
2020-08-31,Aug,Georgia,2062,270471,5632,2343634
2020-08-24,Aug,New York,641,430145,25295,7683190
2020-08-24,Aug,New York,219,430145,25295,7683190
2020-08-25,Aug,New York,542,430774,25297,7750445
2020-08-25,Aug,New York,215,430774,25297,7750445
2020-08-26,Aug,New York,565,431340,25305,7821634
2020-08-26,Aug,New York,202,431340,25305,7821634
2020-08-27,Aug,New York,644,432131,25309,7905071
2020-08-27,Aug,New York,218,432131,25309,7905071
2020-08-28,Aug,New York,636,432767,25312,8002897
2020-08-28,Aug,New York,218,432767,25312,8002897
2020-08-29,Aug,New York,593,433402,25319,8096770
2020-08-29,Aug,New York,205,433402,25319,8096770
2020-08-30,Aug,New York,636,434100,25327,8196792
2020-08-30,Aug,New York,182,434100,25327,8196792
2020-08-31,Aug,New York,669,434756,25328,8263033
2020-08-31,Aug,New York,218,434756,25328,8263033
2020-08-24,Aug,California,1113,668615,12152,10652487
2020-08-24,Aug,California,231,668615,12152,10652487
2020-08-24,Aug,California,654,668615,12152,10652487
2020-08-25,Aug,California,1025,673095,12257,10762506
2020-08-25,Aug,California,215,673095,12257,10762506
2020-08-25,Aug,California,612,673095,12257,10762506
2020-08-26,Aug,California,1010,679099,12407,10832757
2020-08-26,Aug,California,207,679099,12407,10832757
2020-08-26,Aug,California,612,679099,12407,10832757
2020-08-27,Aug,California,1063,683529,12550,10918415
2020-08-27,Aug,California,241,683529,12550,10918415
2020-08-27,Aug,California,637,683529,12550,10918415
2020-08-28,Aug,California,1131,688858,12690,11010637
2020-08-28,Aug,California,231,688858,12690,11010637
2020-08-28,Aug,California,634,688858,12690,11010637
2020-08-29,Aug,California,1025,693839,12834,11109630
2020-08-29,Aug,California,228,693839,12834,11109630
2020-08-29,Aug,California,609,693839,12834,11109630
2020-08-30,Aug,California,1110,699909,12905,11231829
2020-08-30,Aug,California,228,699909,12905,11231829
2020-08-30,Aug,California,643,699909,12905,11231829
2020-08-31,Aug,California,1123,704085,12933,11373305
2020-08-31,Aug,California,235,704085,12933,11373305
2020-08-31,Aug,California,641,704085,12933,11373305
2020-08-24,Aug,Nevada,460,66010,1200,576677
2020-08-25,Aug,Nevada,368,66413,1230,579282
2020-08-26,Aug,Nevada,377,66666,1250,581155
2020-08-27,Aug,Nevada,472,67220,1271,584232
2020-08-28,Aug,Nevada,453,67852,1287,588551
2020-08-29,Aug,Nevada,401,68461,1302,592521
2020-08-30,Aug,Nevada,456,68908,1302,595685
2020-08-31,Aug,Nevada,455,69228,1305,597921
2020-08-24,Aug,Minniesota,509,70298,1817,1386513
2020-08-25,Aug,Minniesota,471,70707,1825,1394986
2020-08-26,Aug,Minniesota,470,71236,1842,1406007
2020-08-27,Aug,Minniesota,525,72390,1855,1427347
2020-08-28,Aug,Minniesota,487,73240,1859,1443344
2020-08-29,Aug,Minniesota,476,74257,1863,1460381
2020-08-30,Aug,Minniesota,426,75189,1865,1478432
2020-08-31,Aug,Minniesota,502,75864,1866,1489726
2020-08-24,Aug,New Jersey,475,189719,15901,2676812
2020-08-25,Aug,New Jersey,423,190021,15905,2697895
2020-08-26,Aug,New Jersey,468,190306,15915,2721584
2020-08-27,Aug,New Jersey,444,190613,15922,2748836
2020-08-28,Aug,New Jersey,485,190971,15932,2749194
2020-08-29,Aug,New Jersey,469,191320,15935,2807747
2020-08-30,Aug,New Jersey,466,191611,15939,2836334
2020-08-31,Aug,New Jersey,477,191960,15947,2857918
2020-08-24,Aug,Pennsylvania,418,129474,7579,1562838
2020-08-25,Aug,Pennsylvania,361,130035,7605,1575205
2020-08-26,Aug,Pennsylvania,360,130536,7624,1588178
2020-08-27,Aug,Pennsylvania,441,131156,7635,1602921
2020-08-28,Aug,Pennsylvania,330,131991,7655,1620826
2020-08-29,Aug,Pennsylvania,337,132834,7671,1636942
2020-08-30,Aug,Pennsylvania,327,133504,7673,1649403
2020-08-31,Aug,Pennsylvania,423,134025,7673,1658220
2020-08-24,Aug,Arizona,494,198414,4771,1155629
2020-08-25,Aug,Arizona,450,199273,4792,1160602
2020-08-26,Aug,Arizona,446,199459,4896,1165295
2020-08-27,Aug,Arizona,496,200139,4929,1173293
2020-08-28,Aug,Arizona,496,200658,4978,1182397
2020-08-29,Aug,Arizona,448,201287,5007,1190668
2020-08-30,Aug,Arizona,454,201661,5030,1197728
2020-08-31,Aug,Arizona,477,201835,5029,1202698
2020-08-24,Aug,Utah,468,49364,390,626354
2020-08-25,Aug,Utah,427,49767,397,630599
2020-08-26,Aug,Utah,437,50174,401,637329
2020-08-27,Aug,Utah,482,50557,403,642761
2020-08-28,Aug,Utah,462,50948,407,647745
2020-08-29,Aug,Utah,439,51406,407,650560
2020-08-30,Aug,Utah,406,51854,407,655507
2020-08-31,Aug,Utah,474,52107,407,659855
2020-08-24,Aug,Washington,686,71681,1863,1380050
2020-08-25,Aug,Washington,695,71681,1867,1380050
2020-08-26,Aug,Washington,677,71705,1876,1380104
2020-08-27,Aug,Washington,732,72161,1880,1391309
2020-08-28,Aug,Washington,713,72703,1890,1408164
2020-08-29,Aug,Washington,717,73301,1905,1423771
2020-08-30,Aug,Washington,681,74320,1905,1461354
2020-08-31,Aug,Washington,685,74320,1905,1461354
2020-08-24,Aug,Virginia,413,113630,2471,1479117
2020-08-25,Aug,Virginia,414,114635,2494,1495014
2020-08-26,Aug,Virginia,402,115458,2515,1502521
2020-08-27,Aug,Virginia,448,115458,2515,1502521
2020-08-28,Aug,Virginia,388,117592,2550,1539290
2020-08-29,Aug,Virginia,403,118809,2568,1555487
2020-08-30,Aug,Virginia,404,119747,2569,1568194
2020-08-31,Aug,Virginia,426,120594,2580,1581291
2020-09-01,Sep,Maryland,258,108863,3761,1952501
2020-09-02,Sep,Maryland,260,109319,3766,1964931
2020-09-03,Sep,Maryland,291,110012,3778,1989891
2020-09-04,Sep,Maryland,290,110831,3789,2019324
2020-09-05,Sep,Maryland,254,111607,3796,2047516
2020-09-06,Sep,Maryland,227,112119,3799,2064239
2020-09-07,Sep,Maryland,240,112883,3804,2086609
2020-09-08,Sep,Maryland,222,113239,3807,2099562
2020-09-09,Sep,Maryland,230,113575,3816,2109473
2020-09-10,Sep,Maryland,250,114078,3824,2128024
2020-09-11,Sep,Maryland,257,114724,3828,2150638
2020-09-12,Sep,Maryland,224,115533,3836,2183941
2020-09-13,Sep,Maryland,238,116110,3838,2207458
2020-09-14,Sep,Maryland,248,116646,3839,2226655
2020-09-15,Sep,Maryland,230,117245,3849,2245666
2020-09-16,Sep,Maryland,214,117888,3855,2272265
2020-09-17,Sep,Maryland,184,118519,3861,2299608
2020-09-18,Sep,Maryland,193,119062,3869,2324252
2020-09-19,Sep,Maryland,219,119744,3876,2361383
2020-09-20,Sep,Maryland,243,120156,3879,2390269
2020-09-21,Sep,Maryland,252,120568,3883,2407618
2020-09-22,Sep,Maryland,63,120912,3895,2422067
2020-09-23,Sep,Maryland,202,121297,3902,2441225
2020-09-24,Sep,Maryland,254,121800,3909,2464927
2020-09-25,Sep,Maryland,247,122359,3917,2494019
2020-09-26,Sep,Maryland,228,122972,3925,2525658
2020-09-27,Sep,Maryland,205,123403,3935,2555705
2020-09-28,Sep,Maryland,99,123880,3938,2573607
2020-09-29,Sep,Maryland,214,124311,3946,2588690
2020-09-30,Sep,Maryland,235,124725,3949,2605913
2020-09-01,Sep,North Carolina,463,169424,2741,2295698
2020-09-02,Sep,North Carolina,481,170553,2779,2315310
2020-09-03,Sep,North Carolina,649,172209,2803,2347837
2020-09-04,Sep,North Carolina,659,174254,2839,2389096
2020-09-05,Sep,North Carolina,619,175815,2889,2410871
2020-09-06,Sep,North Carolina,548,176901,2890,2442950
2020-09-07,Sep,North Carolina,553,177919,2897,2459582
2020-09-08,Sep,North Carolina,465,178635,2909,2469977
2020-09-09,Sep,North Carolina,574,179532,2958,2490113
2020-09-10,Sep,North Carolina,618,180754,2990,2521839
2020-09-11,Sep,North Carolina,617,182286,3023,2558654
2020-09-12,Sep,North Carolina,598,183740,3047,2581132
2020-09-13,Sep,North Carolina,606,184936,3052,2616108
2020-09-14,Sep,North Carolina,621,185781,3060,2634819
2020-09-15,Sep,North Carolina,583,186887,3111,2652440
2020-09-16,Sep,North Carolina,570,188024,3149,2683384
2020-09-17,Sep,North Carolina,482,189576,3180,2714175
2020-09-18,Sep,North Carolina,498,191019,3207,2749020
2020-09-19,Sep,North Carolina,603,192248,3235,2771020
2020-09-20,Sep,North Carolina,617,193581,3243,2804818
2020-09-21,Sep,North Carolina,626,194381,3247,2817539
2020-09-22,Sep,North Carolina,190,195549,3286,2824929
2020-09-23,Sep,North Carolina,227,196501,3316,2842427
2020-09-24,Sep,North Carolina,622,198189,3356,2870191
2020-09-25,Sep,North Carolina,625,204331,3409,2907617
2020-09-26,Sep,North Carolina,603,206090,3440,2947803
2020-09-27,Sep,North Carolina,546,207380,3441,2978728
2020-09-28,Sep,North Carolina,308,208248,3445,3004533
2020-09-29,Sep,North Carolina,548,209137,3494,3019586
2020-09-30,Sep,North Carolina,602,210632,3532,3034871
2020-09-01,Sep,Illinois,1769,238217,8273,4088824
2020-09-02,Sep,Illinois,1796,240345,8300,4121575
2020-09-03,Sep,Illinois,2052,241705,8324,4162370
2020-09-04,Sep,Illinois,2064,247299,8362,4311869
2020-09-05,Sep,Illinois,1419,250105,8385,4373804
2020-09-06,Sep,Illinois,1526,251508,8390,4420300
2020-09-07,Sep,Illinois,1945,252889,8398,4449275
2020-09-08,Sep,Illinois,1595,254281,8405,4480638
2020-09-09,Sep,Illinois,1671,255618,8433,4528667
2020-09-10,Sep,Illinois,1713,257571,8461,4577649
2020-09-11,Sep,Illinois,1935,259883,8505,4634477
2020-09-12,Sep,Illinois,1768,262004,8527,4691071
2020-09-13,Sep,Illinois,1730,263466,8541,4737961
2020-09-14,Sep,Illinois,1730,264839,8546,4773891
2020-09-15,Sep,Illinois,1682,266305,8564,4812922
2020-09-16,Sep,Illinois,1506,268246,8599,4865233
2020-09-17,Sep,Illinois,1436,270302,8624,4923033
2020-09-18,Sep,Illinois,1784,272525,8647,4985054
2020-09-19,Sep,Illinois,1791,275054,8672,5059340
2020-09-20,Sep,Illinois,1875,276456,8686,5107351
2020-09-21,Sep,Illinois,1639,277933,8693,5145585
2020-09-22,Sep,Illinois,611,279464,8722,5187414
2020-09-23,Sep,Illinois,1107,281312,8744,5233805
2020-09-24,Sep,Illinois,1782,283569,8774,5295876
2020-09-25,Sep,Illinois,1972,286374,8807,5365960
2020-09-26,Sep,Illinois,1829,288815,8832,5431177
2020-09-27,Sep,Illinois,1522,290419,8845,5481999
2020-09-28,Sep,Illinois,849,292128,8858,5523141
2020-09-29,Sep,Illinois,1695,293490,8881,5568765
2020-09-30,Sep,Illinois,1647,295763,8916,5627311
2020-09-01,Sep,Texas,736,617333,12681,5033554
2020-09-01,Sep,Texas,753,617333,12681,5033554
2020-09-02,Sep,Texas,1261,621667,12870,5068862
2020-09-02,Sep,Texas,645,621667,12870,5068862
2020-09-03,Sep,Texas,1679,625347,13091,5107503
2020-09-03,Sep,Texas,691,625347,13091,5107503
2020-09-04,Sep,Texas,1666,630829,13231,5119753
2020-09-04,Sep,Texas,692,630829,13231,5119753
2020-09-05,Sep,Texas,1250,635315,13408,5183948
2020-09-05,Sep,Texas,488,635315,13408,5183948
2020-09-06,Sep,Texas,1338,638310,13472,5282579
2020-09-06,Sep,Texas,540,638310,13472,5282579
2020-09-07,Sep,Texas,1628,640370,13492,5320999
2020-09-07,Sep,Texas,646,640370,13492,5320999
2020-09-08,Sep,Texas,1297,641791,13553,5339126
2020-09-08,Sep,Texas,637,641791,13553,5339126
2020-09-09,Sep,Texas,1245,645791,13692,5372132
2020-09-09,Sep,Texas,656,645791,13692,5372132
2020-09-10,Sep,Texas,1583,649809,13853,5405257
2020-09-10,Sep,Texas,672,649809,13853,5405257
2020-09-11,Sep,Texas,1560,653356,13997,5454041
2020-09-11,Sep,Texas,741,653356,13997,5454041
2020-09-12,Sep,Texas,1533,657589,14143,5519641
2020-09-12,Sep,Texas,635,657589,14143,5519641
2020-09-13,Sep,Texas,1537,659434,14190,5550139
2020-09-13,Sep,Texas,703,659434,14190,5550139
2020-09-14,Sep,Texas,1533,663445,14211,5213247
2020-09-14,Sep,Texas,645,663445,14211,5213247
2020-09-15,Sep,Texas,1325,668746,14343,5247542
2020-09-15,Sep,Texas,638,668746,14343,5247542
2020-09-16,Sep,Texas,1320,674772,14478,5299620
2020-09-16,Sep,Texas,553,674772,14478,5299620
2020-09-17,Sep,Texas,1323,678819,14590,5345176
2020-09-17,Sep,Texas,583,678819,14590,5345176
2020-09-18,Sep,Texas,1306,682241,14713,5444801
2020-09-18,Sep,Texas,641,682241,14713,5444801
2020-09-19,Sep,Texas,1524,686068,14848,5563176
2020-09-19,Sep,Texas,641,686068,14848,5563176
2020-09-20,Sep,Texas,1545,688534,14893,5593488
2020-09-20,Sep,Texas,689,688534,14893,5593488
2020-09-21,Sep,Texas,1559,698387,14917,5622498
2020-09-21,Sep,Texas,622,698387,14917,5622498
2020-09-22,Sep,Texas,432,716207,14994,5667732
2020-09-22,Sep,Texas,220,716207,14994,5667732
2020-09-23,Sep,Texas,705,719599,15129,5740674
2020-09-23,Sep,Texas,336,719599,15129,5740674
2020-09-24,Sep,Texas,1609,723919,15267,5860833
2020-09-24,Sep,Texas,710,723919,15267,5860833
2020-09-25,Sep,Texas,1549,728552,15364,5913449
2020-09-25,Sep,Texas,732,728552,15364,5913449
2020-09-26,Sep,Texas,1531,733438,15485,5994813
2020-09-26,Sep,Texas,660,733438,15485,5994813
2020-09-27,Sep,Texas,1264,735132,15522,6016907
2020-09-27,Sep,Texas,532,735132,15522,6016907
2020-09-28,Sep,Texas,624,739743,15533,6171755
2020-09-28,Sep,Texas,291,739743,15533,6171755
2020-09-29,Sep,Texas,1341,743284,15604,6200826
2020-09-29,Sep,Texas,667,743284,15604,6200826
2020-09-30,Sep,Texas,1539,748967,15711,6237157
2020-09-30,Sep,Texas,607,748967,15711,6237157
2020-09-01,Sep,Colorado,832,57424,1849,1009970
2020-09-02,Sep,Colorado,813,57775,1853,1014642
2020-09-03,Sep,Colorado,949,58019,1853,1021497
2020-09-04,Sep,Colorado,938,58287,1861,1029791
2020-09-05,Sep,Colorado,782,58655,1866,1040752
2020-09-06,Sep,Colorado,752,58989,1866,1051084
2020-09-07,Sep,Colorado,844,59274,1866,1059557
2020-09-08,Sep,Colorado,541,59487,1866,1069606
2020-09-09,Sep,Colorado,756,59674,1868,1073979
2020-09-10,Sep,Colorado,854,59920,1882,1079276
2020-09-11,Sep,Colorado,882,60185,1889,1087199
2020-09-12,Sep,Colorado,784,60492,1889,1097985
2020-09-13,Sep,Colorado,841,60907,1889,1111572
2020-09-14,Sep,Colorado,834,61324,1889,1124181
2020-09-15,Sep,Colorado,723,61699,1894,1134666
2020-09-16,Sep,Colorado,618,62099,1905,1143941
2020-09-17,Sep,Colorado,686,62686,1905,1153853
2020-09-18,Sep,Colorado,730,63145,1911,1166910
2020-09-19,Sep,Colorado,762,63750,1913,1181829
2020-09-20,Sep,Colorado,828,64356,1913,1195379
2020-09-21,Sep,Colorado,856,64857,1913,1208425
2020-09-22,Sep,Colorado,238,65399,1914,1219137
2020-09-23,Sep,Colorado,778,66053,1926,1232288
2020-09-24,Sep,Colorado,875,66669,1926,1245745
2020-09-25,Sep,Colorado,878,67217,1935,1260861
2020-09-26,Sep,Colorado,780,67926,1940,1277613
2020-09-27,Sep,Colorado,749,68510,1940,1295655
2020-09-28,Sep,Colorado,363,69079,1940,1313403
2020-09-29,Sep,Colorado,747,69490,1945,1326642
2020-09-30,Sep,Colorado,775,70025,1952,1341180
2020-09-01,Sep,Michigan,574,113820,6767,2789407
2020-09-02,Sep,Michigan,637,114468,6781,2816816
2020-09-03,Sep,Michigan,676,115242,6791,2849451
2020-09-04,Sep,Michigan,729,116295,6798,2877981
2020-09-05,Sep,Michigan,653,117191,6806,2919002
2020-09-06,Sep,Michigan,615,117191,6806,2919002
2020-09-07,Sep,Michigan,688,118403,6810,2962678
2020-09-08,Sep,Michigan,526,118902,6811,2980084
2020-09-09,Sep,Michigan,597,119863,6887,3003277
2020-09-10,Sep,Michigan,717,120846,6894,3036448
2020-09-11,Sep,Michigan,665,122251,6900,3072786
2020-09-12,Sep,Michigan,707,123058,6911,3110610
2020-09-13,Sep,Michigan,647,123058,6911,3110610
2020-09-14,Sep,Michigan,703,124287,6921,3162087
2020-09-15,Sep,Michigan,563,124969,6932,3187621
2020-09-16,Sep,Michigan,506,125742,6943,3218461
2020-09-17,Sep,Michigan,547,126722,6955,3251731
2020-09-18,Sep,Michigan,576,127500,6954,3285030
2020-09-19,Sep,Michigan,606,128087,6969,3318469
2020-09-20,Sep,Michigan,659,128087,6969,3318469
2020-09-21,Sep,Michigan,706,129662,6981,3370667
2020-09-22,Sep,Michigan,160,130357,6997,3390878
2020-09-23,Sep,Michigan,495,131259,7013,3425107
2020-09-24,Sep,Michigan,703,132337,7019,3462824
2020-09-25,Sep,Michigan,666,133377,7027,3502312
2020-09-26,Sep,Michigan,713,134373,7044,3543057
2020-09-27,Sep,Michigan,586,134373,7044,3543057
2020-09-28,Sep,Michigan,286,135702,7051,3593990
2020-09-29,Sep,Michigan,567,136820,7072,3618084
2020-09-30,Sep,Michigan,601,138014,7083,3647862
2020-09-01,Sep,Florida,182,631040,11521,4675866
2020-09-01,Sep,Florida,355,631040,11521,4675866
2020-09-01,Sep,Florida,273,631040,11521,4675866
2020-09-02,Sep,Florida,186,633442,11651,4693802
2020-09-02,Sep,Florida,408,633442,11651,4693802
2020-09-02,Sep,Florida,296,633442,11651,4693802
2020-09-03,Sep,Florida,247,637013,11800,4717696
2020-09-03,Sep,Florida,393,637013,11800,4717696
2020-09-03,Sep,Florida,344,637013,11800,4717696
2020-09-04,Sep,Florida,262,640211,11903,4740007
2020-09-04,Sep,Florida,432,640211,11903,4740007
2020-09-04,Sep,Florida,349,640211,11903,4740007
2020-09-05,Sep,Florida,206,643867,11963,4763807
2020-09-05,Sep,Florida,376,643867,11963,4763807
2020-09-05,Sep,Florida,303,643867,11963,4763807
2020-09-06,Sep,Florida,230,646431,12001,4784770
2020-09-06,Sep,Florida,326,646431,12001,4784770
2020-09-06,Sep,Florida,293,646431,12001,4784770
2020-09-07,Sep,Florida,240,648269,12023,4801684
2020-09-07,Sep,Florida,376,648269,12023,4801684
2020-09-07,Sep,Florida,315,648269,12023,4801684
2020-09-08,Sep,Florida,173,650092,12067,4816873
2020-09-08,Sep,Florida,341,650092,12067,4816873
2020-09-08,Sep,Florida,245,650092,12067,4816873
2020-09-09,Sep,Florida,184,652148,12269,4831248
2020-09-09,Sep,Florida,256,652148,12269,4831248
2020-09-09,Sep,Florida,221,652148,12269,4831248
2020-09-10,Sep,Florida,241,654731,12482,4850259
2020-09-10,Sep,Florida,385,654731,12482,4850259
2020-09-10,Sep,Florida,304,654731,12482,4850259
2020-09-11,Sep,Florida,230,658381,12658,4876756
2020-09-11,Sep,Florida,445,658381,12658,4876756
2020-09-11,Sep,Florida,320,658381,12658,4876756
2020-09-12,Sep,Florida,196,661571,12756,4901680
2020-09-12,Sep,Florida,386,661571,12756,4901680
2020-09-12,Sep,Florida,282,661571,12756,4901680
2020-09-13,Sep,Florida,228,663994,12764,4923930
2020-09-13,Sep,Florida,365,663994,12764,4923930
2020-09-13,Sep,Florida,303,663994,12764,4923930
2020-09-14,Sep,Florida,212,665730,12800,4941008
2020-09-14,Sep,Florida,385,665730,12800,4941008
2020-09-14,Sep,Florida,294,665730,12800,4941008
2020-09-15,Sep,Florida,167,668846,12946,4968847
2020-09-15,Sep,Florida,255,668846,12946,4968847
2020-09-15,Sep,Florida,231,668846,12946,4968847
2020-09-16,Sep,Florida,167,671201,13100,4984023
2020-09-16,Sep,Florida,197,671201,13100,4984023
2020-09-16,Sep,Florida,218,671201,13100,4984023
2020-09-17,Sep,Florida,196,674456,13247,5010973
2020-09-17,Sep,Florida,346,674456,13247,5010973
2020-09-17,Sep,Florida,220,674456,13247,5010973
2020-09-18,Sep,Florida,182,677660,13387,5038261
2020-09-18,Sep,Florida,339,677660,13387,5038261
2020-09-18,Sep,Florida,231,677660,13387,5038261
2020-09-19,Sep,Florida,188,681233,13450,5068554
2020-09-19,Sep,Florida,355,681233,13450,5068554
2020-09-19,Sep,Florida,286,681233,13450,5068554
2020-09-20,Sep,Florida,235,683754,13459,5095089
2020-09-20,Sep,Florida,430,683754,13459,5095089
2020-09-20,Sep,Florida,315,683754,13459,5095089
2020-09-21,Sep,Florida,222,685439,13480,5113260
2020-09-21,Sep,Florida,347,685439,13480,5113260
2020-09-21,Sep,Florida,304,685439,13480,5113260
2020-09-22,Sep,Florida,49,687909,13579,5132342
2020-09-22,Sep,Florida,90,687909,13579,5132342
2020-09-22,Sep,Florida,63,687909,13579,5132342
2020-09-23,Sep,Florida,68,690499,13782,5155980
2020-09-23,Sep,Florida,163,690499,13782,5155980
2020-09-23,Sep,Florida,224,690499,13782,5155980
2020-09-24,Sep,Florida,250,693040,13961,5179499
2020-09-24,Sep,Florida,443,693040,13961,5179499
2020-09-24,Sep,Florida,322,693040,13961,5179499
2020-09-25,Sep,Florida,238,695887,14083,5205994
2020-09-25,Sep,Florida,444,695887,14083,5205994
2020-09-25,Sep,Florida,335,695887,14083,5205994
2020-09-26,Sep,Florida,198,698682,14190,5235007
2020-09-26,Sep,Florida,367,698682,14190,5235007
2020-09-26,Sep,Florida,280,698682,14190,5235007
2020-09-27,Sep,Florida,216,700564,14202,5253441
2020-09-27,Sep,Florida,396,700564,14202,5253441
2020-09-27,Sep,Florida,281,700564,14202,5253441
2020-09-28,Sep,Florida,94,701302,14207,5261672
2020-09-28,Sep,Florida,142,701302,14207,5261672
2020-09-28,Sep,Florida,116,701302,14207,5261672
2020-09-29,Sep,Florida,174,704568,14313,5290116
2020-09-29,Sep,Florida,244,704568,14313,5290116
2020-09-29,Sep,Florida,234,704568,14313,5290116
2020-09-30,Sep,Florida,192,706516,14488,5301184
2020-09-30,Sep,Florida,251,706516,14488,5301184
2020-09-30,Sep,Florida,257,706516,14488,5301184
2020-09-01,Sep,Massachuttces,391,128888,9064,2448341
2020-09-02,Sep,Massachuttces,414,121131,9060,2478482
2020-09-03,Sep,Massachuttces,465,121546,9077,2560869
2020-09-04,Sep,Massachuttces,480,121758,9100,2600312
